data_sessao,categoria,ano_playlist,status,rows_extracted,created,updated,blocked,skipped,titulo,video_id,url,playlist
2016-06-23,4_sem_julgamentos,2016,done,0,0,0,0,0,Veja a íntegra da Sessão Plenária do dia 23 de junho de 2016,hRFYnzxMVhY,https://www.youtube.com/watch?v=hRFYnzxMVhY,2016_PLljYw1P54c4w8e4B0Y8d24g5st3c0MuFy
2017-11-16,4_sem_julgamentos,2017,done,0,0,0,0,0,Sessão Plenária do dia 16 de novembro 2017,vVpSrhoA7Z8,https://www.youtube.com/watch?v=vVpSrhoA7Z8,2017_PLljYw1P54c4wZTPd_mVVM1P4huu9ZNmwH
2017-11-30,4_sem_julgamentos,2017,done,0,0,0,0,0,Sessão Plenária do dia 30 de novembro 2017,wnBolu3PCeI,https://www.youtube.com/watch?v=wnBolu3PCeI,2017_PLljYw1P54c4wZTPd_mVVM1P4huu9ZNmwH
2017-12-12,4_sem_julgamentos,2017,done,0,0,0,0,0,Sessão Plenária do dia 12 de dezembro 2017,3i3uqnoRaSk,https://www.youtube.com/watch?v=3i3uqnoRaSk,2017_PLljYw1P54c4wZTPd_mVVM1P4huu9ZNmwH
2025-06-03,4_sem_julgamentos,2025,done,0,0,0,0,0,Sessão Plenária - 03 de Junho 2025,UIZe24V1Pd4,https://www.youtube.com/watch?v=UIZe24V1Pd4,2025_PLljYw1P54c4xZp8GKvAW8ogzKaKOSbMp7
2025-06-05,4_sem_julgamentos,2025,done,0,0,0,0,0,Sessão Plenária - 05 de Junho 2025,FkC09nP6bD8,https://www.youtube.com/watch?v=FkC09nP6bD8,2025_PLljYw1P54c4xZp8GKvAW8ogzKaKOSbMp7
2025-06-10,4_sem_julgamentos,2025,done,0,0,0,0,0,Sessão Plenária - 10 de Junho 2025,s24AUEodDdo,https://www.youtube.com/watch?v=s24AUEodDdo,2025_PLljYw1P54c4xZp8GKvAW8ogzKaKOSbMp7
2025-06-12,4_sem_julgamentos,2025,done,0,0,0,0,0,Sessão Plenária - 12 de Junho 2025,J4t237wiuh4,https://www.youtube.com/watch?v=J4t237wiuh4,2025_PLljYw1P54c4xZp8GKvAW8ogzKaKOSbMp7
2025-06-17,4_sem_julgamentos,2025,done,0,0,0,0,0,Sessão Plenária - 17 de Junho 2025,1oTrRt1qffA,https://www.youtube.com/watch?v=1oTrRt1qffA,2025_PLljYw1P54c4xZp8GKvAW8ogzKaKOSbMp7
2025-06-26,4_sem_julgamentos,2025,done,0,0,0,0,0,Sessão Plenária - 26 de Junho 2025,BJo4Kz1K9EY,https://www.youtube.com/watch?v=BJo4Kz1K9EY,2025_PLljYw1P54c4xZp8GKvAW8ogzKaKOSbMp7
2025-07-01,4_sem_julgamentos,2025,done,0,0,0,0,0,Sessão de Encerramento do Semestre Forense - 01 de Julho 2025,edmV2eK0Q8k,https://www.youtube.com/watch?v=edmV2eK0Q8k,2025_PLljYw1P54c4xZp8GKvAW8ogzKaKOSbMp7
2025-08-05,4_sem_julgamentos,2025,done,0,0,0,0,0,Sessão Plenária - 05 de Agosto 2025,NMs0M-wyxPM,https://www.youtube.com/watch?v=NMs0M-wyxPM,2025_PLljYw1P54c4xZp8GKvAW8ogzKaKOSbMp7
2025-10-30,4_sem_julgamentos,2025,done,0,0,0,0,0,Sessão Plenária - 30 de Outubro 2025,jMwc96Xd5j4,https://www.youtube.com/watch?v=jMwc96Xd5j4,2025_PLljYw1P54c4xZp8GKvAW8ogzKaKOSbMp7
